scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
404,충청도,대전,국화 아파트,살충제 냄새,심해졌다 약해졌다 반복됨,미언급,미언급,"상담원: 안녕하세요. 대전광역시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 국화 아파트 사는 사람인디유, 요새 이상한 냄새가 나서 전화혔슈.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 꼭 살충제 뿌린 것마냥 톡 쏘는 냄새여유. 코가 다 따갑고 그려유.

상담원: 알겠습니다. 지금 계신 위치가 국화 아파트가 맞으신가요?

민원인: 예예, 국화 아파트 맞아유. 집 안에까지 냄새가 들어와서 창문도 못 열구 있슈.

상담원: 냄새 강도는 계속 일정한가요, 아니면 변화가 있나요?

민원인: 그게 참 요상혀유. 심하게 확 났다가 또 좀 있으믄 약해지구, 그렁께 계속 왔다 갔다 하는 거 같유.

상담원: 그러시군요. 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으실까요?

민원인: 그건 잘 모르겄슈. 어디서 오는 건지 도통 알 수가 없네유. 그냥 아파트 주변으로 확 퍼지는 느낌이유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
405,강원도,춘천시,춘천 장학 부영 사랑으로 아파트 맞은편,오폐수 냄새,오전에는 약하다가 오후에 심해지고 저녁에 다시 약해짐,어제 점심때부터 지금까지 내내,미언급,"상담원: 안녕하세요. 춘천시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 저기 우리 동네에 냄새가 아주 심해가지고 전화했잖소. 도저히 못 살겠어요.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 좀 더 자세히 말씀해 주시겠어요?

민원인: 이게 뭐랄까, 하수구 터진 것 같은 냄새래요. 오폐수 썩는 냄새 있잖소, 딱 그거. 코를 찌른다니까.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤이신지 알려주시겠어요?

민원인: 여기 춘천 장학 부영 사랑으로 아파트 있잖소. 그 맞은편이래요. 창문만 열면 냄새가 확 들어와가지고 아주 미치겠어요.

상담원: 네, 위치 확인했습니다. 냄새가 하루 중 특정 시간대에 더 심해지거나 하나요?

민원인: 그게 참 요상혀요. 아침에는 좀 약하다 싶다가 오후 되믄 확 심해지고, 저녁엔 또 좀 가라앉고 그래요. 오후가 제일 못 견디겠어요.

상담원: 그러시군요. 이 냄새가 언제부터 나기 시작했는지 기억나세요?

민원인: 어제 점심때부터였잖소. 그때부텀 지금까지 내내 이래요. 하루가 넘었는데도 안 없어지니 답답해 죽겠어요. 얼른 좀 봐줘야 되겠는데.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
406,경상도,창원마산합포구,무학맨션아파트 맞은편,돼지 분뇨 냄새,밤 10시 이후 더 심해짐,벌써 일주일째 매일 낮 12시 반에,미언급,"상담원: 안녕하세요. 창원마산합포구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 내가 냄새 땜에 도저히 못 살겠어가 전화했심더. 이거 뭔 조치를 좀 해주이소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 여쭤봐도 될까요?

민원인: 이기 딱 돼지 똥 냄새라예. 돼지 분뇨 그 특유의 시큼하고 쿰쿰한 냄새 안 있습니까. 창문도 몬 열고 있어예.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤인지 말씀해 주시겠어요?

민원인: 여어 무학맨션아파트 맞은편입니더. 딱 그 앞쪽에 사는데 냄새가 아주 진동을 해가 미치겠어예.

상담원: 확인했습니다. 혹시 특정 시간대에 냄새가 더 심해지는 편인가요?

민원인: 하이고 말도 마이소. 낮에도 나는데 밤 열시 넘어가믄 그냥 숨이 콱 막힐 정도로 더 독해집니더. 잠을 몬 잔다 아입니꺼.

상담원: 그러시군요. 이런 냄새가 시작된 지는 얼마나 되었을까요?

민원인: 벌써 일주일째라예. 그것도 매일 낮 열두시 반만 되믄 어김없이 확 올라오는데, 무슨 시계도 아이고 참말로 답답해 죽겠심더.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
407,전라도,장흥군,장흥토광미르채아파트,미언급,미언급,지난 반년 동안 단 하루도 빠짐없이 지속,미언급,"상담원: 안녕하세요. 장흥군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여그 장흥토광미르채아파트 사는 사람인디요. 냄시가 하도 심해갖고 도저히 못 살겄어서 전화혔소.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그것이 참말로 뭐라 말허기가 애매혀요. 그냥 코를 찌르는 것이 영 고약헌디, 무신 냄시라고 딱 꼬집어 말은 못허겄당께.

상담원: 알겠습니다. 그럼 냄새가 주로 느껴지는 위치가 아파트 안쪽인지, 아니면 바깥 어느 방향인지 확인 부탁드립니다.

민원인: 집 안에까정 다 들어와붕께 방향을 워쩌케 알겄소. 창문만 열믄 바로 훅 들어와갖고 아주 미치겄어라.

상담원: 그러시군요. 냄새 강도가 시간대에 따라 더 심해지거나 약해지는 변화가 있으신가요?

민원인: 뭐 별로 그런 것도 없당께. 아침이고 저녁이고 그냥 한결같이 지독혀요. 언제는 좀 낫고 그런 것도 아니고.

상담원: 그러면 이 냄새가 대략 언제부터 계속되었는지 기억나시는지요?

민원인: 아이고, 벌써 반년이여요, 반년. 지난 반년 동안 단 하루도 안 빠지고 요러코롬 냄시가 나부니 참말로 환장허겄소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
408,제주도,제주시,부영5차아파트제주501동 맞은편,계란 썩는 냄새,미언급,새벽부터 지금까지 드문드문,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 냄새가 하도 심허난 전화했수다. 아침부터 계속 이상헌 냄새가 나난 도저히 못 참키여.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그 뭐냐, 계란 썩은 거추룩 쿰쿰헌 냄새라마씸. 코가 확 찌르는 게 진짜 못 견디키여.

상담원: 계란 썩는 듯한 냄새시군요. 혹시 지금 계신 위치를 알려주실 수 있을까요?

민원인: 부영5차아파트 있지예? 그 제주501동 맞은편이우다. 여기 앞이서 계속 냄새가 올라오는 거 닮수다.

상담원: 네, 부영5차아파트 제주501동 맞은편이시군요. 혹시 냄새가 나기 시작한 게 언제부터인가요?

민원인: 새벽부터마씸. 계속 나는 건 아니고 드문드문 확 났다가 또 좀 있당 나곡 헐거우다. 그래서 더 신경 쓰여마씸.

상담원: 새벽부터 드문드문 이어지고 있는 거군요. 혹시 냄새가 어느 방향에서 나는지 짐작 가시는 곳이 있으신가요?

민원인: 그건 잘 모르쿠다. 어디서 오는지 딱 모르켜난 그것도 답답허우다. 그냥 바람 불민 확 몰려오는 거 닮수다.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
409,충청도,서구,관저어반힐스아파트,살충제 냄새,오후에는 심하다가 저녁에 약해짐,벌써 9일 동안 불규칙한 간격으로 발생과 중단을 반복,미언급,"상담원: 안녕하세요. 서구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 관저어반힐스아파트인디유, 요새 이상헌 냄새가 자꾸 나서 전화혔슈. 아주 미치겄어유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 꼭 살충제 뿌린 냄새유. 파리약이나 모기약 그거 있잖유, 딱 그런 냄새가 확 올라와유.

상담원: 살충제 냄새 말씀이시군요. 지금 계신 위치가 관저어반힐스아파트가 맞으실까요?

민원인: 예, 맞어유. 아파트 안에 있으믄 창문 열어놓기가 무서워유. 애들도 있는디 걱정돼 죽겄네유.

상담원: 걱정 많으셨겠습니다. 그 냄새가 하루 중 특정 시간대에 더 심하게 느껴지시나요?

민원인: 그류, 이상허게 오후만 되믄 냄새가 아주 독허게 심혀지구, 저녁 되믄 좀 수그러들더라구유.

상담원: 그렇군요. 이런 증상이 대략 언제부터 계속되었는지 알 수 있을까요?

민원인: 벌써 한 아흐레 됐슈. 그것도 계속 나는 게 아니구, 났다 안 났다 들쭉날쭉혀서 더 답답혀유. 언제 또 날지 몰르니께.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
410,강원도,삼척시,경동고사리아파트,해초 썩는 냄새,미언급,벌써 5일째 계속,미언급,"상담원: 안녕하세요. 삼척시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 경동고사리아파트인데요, 요 며칠 냄새가 하도 심해가지고 도저히 못 살겠소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그게 뭐랄까, 바닷가에 해초 썩는 그런 비린내가 확 올라오잖소. 코를 찌르는 게 아주 고약해요.

상담원: 알겠습니다. 지금 계신 위치가 경동고사리아파트 맞으실까요?

민원인: 맞소, 경동고사리아파트. 집 안에 있어도 창문 틈으로 스멀스멀 들어오니 환장하겠소.

상담원: 그러셨군요. 혹시 냄새가 언제부터 나기 시작했는지 기억나시나요?

민원인: 벌써 닷새째 계속 이러잖소. 처음엔 하루 이틀 지나면 없어지겠거니 했는데 통 나아질 기미가 없어요.

상담원: 그럼 냄새가 어느 방향에서 흘러오는지 짐작 가는 곳이 있으실까요?

민원인: 그건 나도 잘 모르겠소. 어디서 나는 건지 알 수가 있어야지, 그냥 온 동네가 다 그 냄새우야.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
411,경상도,칠곡군,무성그린아파트,젓갈 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 칠곡군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기예. 우리 아파트 쪽에 냄새가 하도 나가꼬 전화했심더. 무성그린아파트에 사는데 진짜 못 살겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 뭐라캐야 되노, 딱 젓갈 냄새라예. 짭조롬하이 비린내 같은 게 확 올라오는데 아주 속이 다 미식거리네예.

상담원: 젓갈 같은 비린 냄새시군요. 지금 계신 곳이 무성그린아파트가 맞으실까요?

민원인: 예예, 맞심더. 무성그린아파트 살아예. 창문만 열면 그 냄새가 집안까지 들어와가꼬 아주 죽겠어예.

상담원: 그러셨군요. 혹시 냄새가 특정 시간대에 더 심해지거나 하는 변화가 있으신가요?

민원인: 그기 딱 언제라꼬는 잘 모르겠고예. 그냥 어떨 땐 확 나고 어떨 땐 좀 덜하고 그라는데, 요새 들어 자꾸 나서 신경이 쓰이네예.

상담원: 알겠습니다. 냄새가 어디에서 나는지 짐작 가는 곳이 있으신지요?

민원인: 그것도 잘 모르겠어예. 어데서 오는지 알아야 뭐라 카는데 도무지 짐작이 안 가가꼬 답답하네예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
412,전라도,남구,효천 하우스디 아파트,젓갈 냄새,미언급,벌써 6일째 쉼 없이 지속,미언급,"상담원: 안녕하세요. 남구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새 때문에 도저히 못 살겄어서 전화했어라. 집안까지 냄새가 스며들어분게 환장하겄당께.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이게 무슨 젓갈 냄새 같은 거여. 짭짤허니 쿰쿰허고, 꼭 오래 삭힌 젓갈통 열어논 그런 냄새랑께.

상담원: 네, 젓갈 냄새로 확인하겠습니다. 지금 계신 위치가 어디신지 알려 주시겠습니까?

민원인: 여그 효천 하우스디 아파트여라. 창문만 열믄 바로 그 냄새가 확 들어와분당께로.

상담원: 알겠습니다. 이 냄새가 언제부터 계속되고 있었을까요?

민원인: 아따, 벌써 엿새째여. 6일 동안 하루도 안 끊기고 계속 나분게 아주 미쳐불겄어라. 잠도 제대로 못 자겄당께.

상담원: 많이 힘드셨겠습니다. 혹시 냄새가 어느 방향에서 나는지, 짐작 가는 곳이 있으신가요?

민원인: 그것이 나도 잘 모르겄어라. 어디서 오는지 딱 집어 말은 못 허겄는디, 아무튼 하루 죙일 진동을 헌게 얼른 좀 알아봐 주씨요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
413,제주도,제주시,동환빌라,하수구 냄새,미언급,미언급,다랑쉬오름안내소,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 다름이 아니라 우리 동네에 냄새가 하도 나서 전화했수다. 이거 참 견디기가 힘드난 말이우다.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 말씀해 주시겠어요?

민원인: 뭐랜 해사 되코, 딱 하수구에서 올라오는 그런 꾸린 냄새라마씸. 코를 확 찌르는 게 하수구 냄새 맞수다.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 나 사는 디가 동환빌라우다. 여기 창문만 열민 냄새가 확 들어오난 답답허우꽈게.

상담원: 네, 동환빌라 확인했습니다. 혹시 냄새가 어디에서 나는지 짐작 가시는 곳이 있으신가요?

민원인: 아무래도 저 다랑쉬오름안내소 쪽에서 나는 것 닮수다. 그쪽으로 가민 냄새가 더 진해지난게.

상담원: 알겠습니다. 다랑쉬오름안내소 방향을 중심으로 빠르게 확인해 보겠습니다. 추가로 궁금하신 점 있으시면 언제든 연락 주세요. 감사합니다."
414,충청도,서구,더프라임시티아파트 맞은편,염산 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 서구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 너무 지독해서 전화혔슈. 뭔 화학약품 냄새 같은 게 코를 찌르는디 도저히 못 살겄네유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그게 말이유, 꼭 염산 냄새마냥 시큼하고 쏘는 냄새여유. 콧속이 다 아릴 정도로 독혀유.

상담원: 알겠습니다. 지금 계신 위치를 알려주시겠어요?

민원인: 여기 더프라임시티아파트 있잖유, 그 맞은편이유. 딱 그 쪽에 서 있으면 냄새가 확 몰려와유.

상담원: 네, 확인했습니다. 혹시 냄새 강도가 시간에 따라 세지거나 약해지는 변화가 있나요?

민원인: 그건 잘 모르겄슈. 지금 처음 맡은 거라 오래됐는지도 모르겄고, 그냥 갑자기 이렇게 확 나서 놀랬슈.

상담원: 그러셨군요. 냄새가 어디서 나오는지 짐작 가는 곳이 있으신가요?

민원인: 그것두 딱히 모르겄네유. 그냥 바람 타고 오는 것 같은디, 어디서 오는 건지는 통 모르겄슈. 얼른 좀 봐주셔유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
415,강원도,정선군,여미솔아파트,어패류 썩는 냄새,아침과 저녁에 특히 심해짐,최근 5일 동안 몇 시간 단위로 반복,미언급,"상담원: 안녕하세요. 정선군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 냄새 때문에 도저히 못 살겠어서 전화했잖소. 며칠째 집안에 무슨 썩는 내가 진동을 하는데 아주 환장하겠소.

상담원: 많이 불편하셨겠습니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그게 꼭 생선이나 조개 같은 게 상해서 나는 그런 비린내라. 어패류 썩는 냄새 있잖소, 그게 코를 찌르는데 아주 지독하우야.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 여쭤봐도 될까요?

민원인: 여기 여미솔아파트라요. 창문만 열면 확 들어오니 답답해 죽겠소.

상담원: 냄새 강도가 특별히 심해지는 시간대가 있으신가요?

민원인: 그게 이상하게 아침에하고 저녁에 유독 심하우야. 낮엔 좀 덜한 것 같은데 아침저녁만 되면 아주 속이 다 메스껍고 그러오.

상담원: 그러셨군요. 이런 냄새가 며칠 정도 지속되고 있는지도 알려주시겠어요?

민원인: 한 닷새 됐잖소. 그것도 하루 종일도 아니고 몇 시간씩 났다 안 났다 반복이 되니까 언제 또 날지 몰라 신경이 아주 쓰이우야. 원인이 뭔지 좀 빨리 알아봐 주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
416,경상도,김천시,단지봉가든,생선 기름 냄새,낮 시간대에 유난히 심해짐,지난 2주간 매일 새벽 1시부터 3시 사이,미언급,"상담원: 안녕하세요. 김천시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 마 냄새 때문에 도저히 몬 견디겠어가 전화했심더. 밤마다 이상한 냄새가 올라와가 잠을 몬 자겠어예.

상담원: 많이 불편하셨겠습니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그기 뭐라캐야 되노, 생선 기름 냄새 있잖심꺼. 비린내에다가 기름 튀기는 그런 꼬랑내가 확 올라온다 아입니꺼.

상담원: 생선 기름 냄새시군요. 실례지만 지금 어디에서 냄새를 느끼고 계신가요?

민원인: 단지봉가든 있는 데예. 우리 집이 딱 그 근처라가 냄새가 바로 들이닥친다 아입니꺼.

상담원: 단지봉가든 인근이시군요. 그 냄새가 하루 중 특별히 심해지는 시간대가 있나요?

민원인: 이상하기도 하지예. 낮 시간대만 되마 유난히 확 심해진다카이... 아, 이거 말고, 낮에 진짜 코를 찌를 정도로 심하다 아입니꺼.

상담원: 낮 시간대에 특히 심하시군요. 이런 증상은 언제부터 계속되었을까요?

민원인: 벌써 한 두 주 됐어예. 지난 2주간 매일 새벽 1시부터 3시 사이에도 냄새가 진동을 해가 밤새 창문도 몬 열고 있심더. 이거 어예 좀 해주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
417,전라도,전주완산구,평화동 주공5단지,액비 냄새,해 질 무렵부터 점점 심해짐,미언급,미언급,"상담원: 안녕하세요. 전주완산구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아, 예. 내가 평화동 주공5단지 사는디, 요새 저녁만 되믄 냄새가 아주 지독혀서 전화혔어라.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 그, 뭐냐 액비 냄새 있잖어. 논밭에 뿌리는 거름물 있제? 딱 그 코 찡한 냄새가 확 올라온당께.

상담원: 그러시군요. 지금 계신 위치가 평화동 주공5단지가 맞으실까요?

민원인: 응, 맞어. 주공5단지 아파트여. 창문을 열어놓지도 못허겄어. 아주 죽겄네 참말로.

상담원: 냄새가 하루 종일 나는 편인가요, 아니면 특정 시간대에 심해지나요?

민원인: 낮에는 그냥저냥 헌디, 해 질 무렵부터 슬슬 나기 시작혀서 밤 되믄 점점 더 심해져부러. 저녁밥도 제대로 못 먹겄당께.

상담원: 알겠습니다. 혹시 냄새가 어느 방향에서 오는지 짐작 가시는 곳이 있으신가요?

민원인: 그것까진 잘 모르겄어라. 어디서 뿌려대는지 통 알 수가 없응께 그것도 답답허구만.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
418,제주도,서귀포시,그레이스빌아파트 인근,타이어 타는 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 서귀포시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 그레이스빌아파트 근처인디 어디서 자꾸 고무 타는 냄새가 나서 전화헀수다. 코가 아주 매워불어마씸.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 뭐랜 헐까, 타이어 타는 냄새라마씸. 검은 연기 나멍 타는 그 매캐한 냄새 있지 안허우꽈. 딱 그 냄새우다.

상담원: 알겠습니다. 지금 계신 위치가 그레이스빌아파트 인근이 맞으실까요?

민원인: 맞수다게. 아파트 바로 옆에 살암신디 창문도 못 열엄수다. 온 집안에 냄새가 배어불엄져.

상담원: 냄새가 계속 이어지는지, 아니면 바람 따라 심해졌다 약해졌다 하는지 알 수 있을까요?

민원인: 그게 좀 왔다갔다 허는 거 닮우다. 바람 불민 확 세지곡 또 좀 잦아들곡 그렇수다. 아무튼 신경 쓰영 못살키어마씸.

상담원: 혹시 냄새가 어느 방향에서 나는지 짐작 가시는 곳이 있으실까요?

민원인: 그건 잘 모르쿠다. 어디서 나는 건지 도무지 감이 안 잡혀마씸. 그냥 빨리 좀 알아봐줍서게.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
419,충청도,세종,가온마을4단지,폐기물 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 가온마을4단지 사는 사람인디유. 요새 집 근처에서 쓰레기 썩는 냄새가 하도 나서 전화혔슈.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 뭐랄까, 음식물 쓰레기 오래 놔둔 거맹키로 시큼하고 퀴퀴한 냄새유. 딱 폐기물 썩는 냄새 같더라구유.

상담원: 알겠습니다. 지금 계신 위치가 가온마을4단지가 맞으실까요?

민원인: 예예, 맞어유. 4단지 아파트 안에 있는디 창문만 열믄 냄새가 확 들어와서 아주 못 살겄어유.

상담원: 그러셨군요. 혹시 냄새가 특정 시간대에 심해지거나, 방향이 느껴지는 곳이 있으신가요?

민원인: 그건 잘 모르겄네유. 그냥 바람 불 때마다 확 올라오는디 어디서 나는 건지는 나도 통 모르겄슈. 답답하기만 허네유.

상담원: 알겠습니다. 주변 상황을 참고해서 저희가 직접 확인해 보겠습니다.

민원인: 그려유, 빨리 좀 봐줘유. 냄새 땜에 아주 골치가 아파 죽겄슈.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
420,강원도,고성군,동해아파트,하수 냄새,미언급,새벽 내내 지속,펜트라,"상담원: 안녕하세요. 고성군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 예, 저기 밤새 냄새 때문에 잠을 통 못 잤소. 이게 무슨 하수구 냄새 같은 게 계속 올라와서 영 못 살겠소.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 딱 하수 냄새래요. 그 시궁창 물 썩는 것 같은 냄새 있잖소. 코를 찌르는 게 아주 고약하우야.

상담원: 알겠습니다. 지금 어디에 거주하고 계신지 위치를 알려 주시겠어요?

민원인: 여기 동해아파트요. 우리 집이 이 근처인데 창문을 못 열어 놓겠소.

상담원: 확인했습니다. 이 냄새가 언제부터 나기 시작했는지 기억나세요?

민원인: 어제 새벽부터 밤새도록 내내 나더라고요. 잠깐 그치는 것도 아니고 계속 지속되니까 아주 미치겠소.

상담원: 그러셨군요. 혹시 냄새가 어느 쪽에서 나는지 짐작 가는 곳이 있으신가요?

민원인: 아무래도 저짝 펜트라 쪽에서 나는 것 같소. 바람 불면 그쪽에서 확 올라오는 게 딱 거기래요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
421,경상도,부산진구,밭개마을 주민협의회,고인 물 썩는 냄새,한동안 약해졌다가 다시 급격히 심해짐,미언급,미언급,"상담원: 안녕하세요. 부산진구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 예, 여기 밭개마을 주민협의회에서 전화 드립니더. 요새 마을에 냄새가 하도 심해가 사람이 몬 살겠어예.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그기 뭐라캐야 되노, 물이 오래 고여가 썩는 그런 냄새라예. 시궁창 냄새 비스무리한 게 코를 찌리가 아주 골치라예.

상담원: 알겠습니다. 지금 냄새가 나는 곳이 밭개마을 어느 쪽인지 위치를 알려주시겠어요?

민원인: 마을회관 앞쪽 하천 근처가 제일 심하다예. 거서부터 골목 안까지 냄새가 쫙 퍼지는데 주민들 다 코를 막고 댕겨예.

상담원: 그렇군요. 냄새 강도는 계속 일정한가요, 아니면 변화가 있었나요?

민원인: 그기 참 이상하데예. 얼마 전까지는 좀 약해가 인자 괜찮나 싶었는데, 요 며칠 사이에 갑자기 확 심해져뿟어예. 창문도 몬 열 정도라예.

상담원: 갑자기 심해졌다니 걱정되시겠습니다. 혹시 원인이 될 만한 곳이 짐작 가는 데가 있으신가요?

민원인: 그거는 우리도 잘 모리겠어예. 그냥 하천 물이 안 흐리고 고여 있어가 그란가 싶기도 하고예. 좀 빨리 와가 봐 주믄 좋겠는데예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
422,전라도,서구,상무푸르지오,곰팡이 냄새,시간대가 바뀌어도 거의 차이 없음,매일 오후 4시부터 6시 사이,미언급,"상담원: 안녕하세요. 서구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여그 상무푸르지오 사는 사람인디요, 요새 집 안에 뭔 냄새가 나서 도저히 못 살겄어라.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그것이 꼭 곰팡이 핀 것맨치로 퀴퀴한 냄새여라. 오래된 지하실 들어간 것맹키로 축축허니 냄새가 나요잉.

상담원: 곰팡이 냄새라는 말씀이시군요. 지금 계신 위치가 상무푸르지오 아파트가 맞으실까요?

민원인: 맞소. 상무푸르지오 안에서 나는 것인지 밖에서 들어오는 것인지 통 모르겄당께. 창문만 열믄 그 냄새가 확 들어와붕께 답답혀 죽겄어라.

상담원: 그러시군요. 혹시 그 냄새가 시간대에 따라 강해지거나 약해지는 차이가 있으신가요?

민원인: 아니여라, 그것이 참말로 요상혀. 아침이나 저녁이나 냄새가 똑같이 나부러. 시간이 지나도 별 차이가 없당께.

상담원: 강도 변화 없이 일정하게 나는군요. 그러면 주로 하루 중 어느 시간대에 냄새가 나던가요?

민원인: 이상허게도 매일 오후 네 시부텀 여섯 시 사이에만 딱 나요잉. 그 시간만 되믄 어김없이 냄새가 올라와서 참말로 신경 쓰여 죽겄어라.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
